audio,label
id00485/audio00000.wav,478
id00485/audio00001.wav,478
id00485/audio00002.wav,478
id00485/audio00003.wav,478
id00485/audio00004.wav,478
id00485/audio00005.wav,478
id00485/audio00006.wav,478
id00485/audio00007.wav,478
id00485/audio00008.wav,478
id00485/audio00009.wav,478
id00485/audio00010.wav,478
id00485/audio00011.wav,478
id00485/audio00012.wav,478
id00485/audio00013.wav,478
id00485/audio00014.wav,478
id00485/audio00015.wav,478
id00485/audio00016.wav,478
id00485/audio00017.wav,478
id00485/audio00018.wav,478
id00485/audio00019.wav,478
id00485/audio00020.wav,478
id00485/audio00021.wav,478
id00485/audio00022.wav,478
id00485/audio00023.wav,478
id00485/audio00024.wav,478
id00485/audio00025.wav,478
id00485/audio00026.wav,478
id00485/audio00027.wav,478
id00485/audio00028.wav,478
id00485/audio00029.wav,478
id00028/audio00000.wav,479
id00028/audio00001.wav,479
id00028/audio00002.wav,479
id00028/audio00003.wav,479
id00028/audio00004.wav,479
id00028/audio00005.wav,479
id00028/audio00006.wav,479
id00028/audio00007.wav,479
id00028/audio00008.wav,479
id00028/audio00009.wav,479
id00028/audio00010.wav,479
id00028/audio00011.wav,479
id00028/audio00012.wav,479
id00028/audio00013.wav,479
id00028/audio00014.wav,479
id00028/audio00015.wav,479
id00028/audio00016.wav,479
id00028/audio00017.wav,479
id00028/audio00018.wav,479
id00028/audio00019.wav,479
id00028/audio00020.wav,479
id00028/audio00021.wav,479
id00028/audio00022.wav,479
id00028/audio00023.wav,479
id00028/audio00024.wav,479
id00028/audio00025.wav,479
id00028/audio00026.wav,479
id00028/audio00027.wav,479
id00028/audio00028.wav,479
id00028/audio00029.wav,479
id00028/audio00030.wav,479
id00028/audio00031.wav,479
id00028/audio00032.wav,479
id00028/audio00033.wav,479
id00028/audio00034.wav,479
id00028/audio00035.wav,479
id00028/audio00036.wav,479
id00028/audio00037.wav,479
id00028/audio00038.wav,479
id00028/audio00039.wav,479
id00028/audio00040.wav,479
id00028/audio00041.wav,479
id00028/audio00042.wav,479
id00028/audio00043.wav,479
id00028/audio00044.wav,479
id00028/audio00045.wav,479
id00028/audio00046.wav,479
id00028/audio00047.wav,479
id00028/audio00048.wav,479
id00028/audio00049.wav,479
id00028/audio00050.wav,479
id00028/audio00051.wav,479
id00028/audio00052.wav,479
id00028/audio00053.wav,479
id00028/audio00054.wav,479
id00028/audio00055.wav,479
id00028/audio00056.wav,479
id00028/audio00057.wav,479
id00028/audio00058.wav,479
id00028/audio00059.wav,479
id00028/audio00060.wav,479
id00028/audio00061.wav,479
id00028/audio00062.wav,479
id00028/audio00063.wav,479
id00028/audio00064.wav,479
id00028/audio00065.wav,479
id00028/audio00066.wav,479
id00028/audio00067.wav,479
id00028/audio00068.wav,479
id00028/audio00069.wav,479
id00028/audio00070.wav,479
id00028/audio00071.wav,479
id00028/audio00072.wav,479
id00028/audio00073.wav,479
id00028/audio00074.wav,479
id00028/audio00075.wav,479
id00028/audio00076.wav,479
id00028/audio00077.wav,479
id00028/audio00078.wav,479
id00028/audio00079.wav,479
id00028/audio00080.wav,479
id00028/audio00081.wav,479
id00028/audio00082.wav,479
id00028/audio00083.wav,479
id00028/audio00084.wav,479
id00028/audio00085.wav,479
id00028/audio00086.wav,479
id00028/audio00087.wav,479
id00028/audio00088.wav,479
id00028/audio00089.wav,479
id00028/audio00090.wav,479
id00028/audio00091.wav,479
id00028/audio00092.wav,479
id00028/audio00093.wav,479
id00028/audio00094.wav,479
id00028/audio00095.wav,479
id00028/audio00096.wav,479
id00028/audio00097.wav,479
id00028/audio00098.wav,479
id00028/audio00099.wav,479
id00028/audio00100.wav,479
id00028/audio00101.wav,479
id00028/audio00102.wav,479
id00028/audio00103.wav,479
id00028/audio00104.wav,479
id00028/audio00105.wav,479
id00028/audio00106.wav,479
id00028/audio00107.wav,479
id00028/audio00108.wav,479
id00028/audio00109.wav,479
id00028/audio00110.wav,479
id00028/audio00111.wav,479
id00028/audio00112.wav,479
id00028/audio00113.wav,479
id00028/audio00114.wav,479
id00028/audio00115.wav,479
id00028/audio00116.wav,479
id00028/audio00117.wav,479
id00028/audio00118.wav,479
id00028/audio00119.wav,479
id00028/audio00120.wav,479
id00028/audio00121.wav,479
id00028/audio00122.wav,479
id00028/audio00123.wav,479
id00028/audio00124.wav,479
id00028/audio00125.wav,479
id00028/audio00126.wav,479
id00028/audio00127.wav,479
id00028/audio00128.wav,479
id00028/audio00129.wav,479
id00028/audio00130.wav,479
id00028/audio00131.wav,479
id00028/audio00132.wav,479
id00028/audio00133.wav,479
id00028/audio00134.wav,479
id00028/audio00135.wav,479
id00028/audio00136.wav,479
id00028/audio00137.wav,479
id00028/audio00138.wav,479
id00028/audio00139.wav,479
id00028/audio00140.wav,479
id00028/audio00141.wav,479
id00028/audio00142.wav,479
id00028/audio00143.wav,479
id00028/audio00144.wav,479
id00028/audio00145.wav,479
id00028/audio00146.wav,479
id00028/audio00147.wav,479
id00028/audio00148.wav,479
id00028/audio00149.wav,479
id00028/audio00150.wav,479
id00028/audio00151.wav,479
id00028/audio00152.wav,479
id00028/audio00153.wav,479
id00028/audio00154.wav,479
id00028/audio00155.wav,479
